,name,notes,physicalAddress,postalAddress,dn,aliases,region,ntgGeographicDefinition,enrolment,enrolmentDataSource,description,religion,hasImage,preSchool,faftSchool,primarySchool,middleSchool,seniorSchool,telephoneNumber,businessCategories,ntgGazettedRegion,directorate,schoolElectorate,facsimileTelephoneNumber,councilMail,remoteDefinition,long,lat,uri,mail,preSchoolInfo,schoolManagement
209,Royal Darwin Hospital School,,"{'description': 'Rocklands Drive, Tiwi', 'state': 'NT', 'postCode': 'Tiwi, 0810', 'displayAddress': 'Rocklands Drive, Tiwi, Tiwi, 0810, NT'}","{'description': 'C/o Nakara Primary School, Goodman St', 'state': 'NT', 'postCode': 'NAKARA, 0810', 'displayAddress': 'C/o Nakara Primary School, Goodman St, NAKARA, 0810, NT'}","ou=Royal Darwin Hospital School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Nakara Hospital School'],Darwin,Urban,,2021 Census - 1st week August,N/a,Government,False,False,False,False,False,False,(08) 8922 8736,['Other School'],,North ,Casuarina,(08) 89228252,n/a,Urban,,,n/a,tania.nicholls@education.nt.gov.au,,"[{'firstName': 'Tania', 'lastName': 'Nicholls', 'position': 'Principal', 'email': 'tania.nicholls@education.nt.gov.au', 'phone': '(08) 8922 8736'}]"
210,Sacred Heart Primary School,,"{'description': '34 Emery Ave', 'state': 'NT', 'postCode': 'Woodroffe', 'displayAddress': '34 Emery Ave, Woodroffe, NT'}","{'description': 'PO Box 271', 'state': 'NT', 'postCode': 'Palmerston, 0831', 'displayAddress': 'PO Box 271, Palmerston, 0831, NT'}","ou=Sacred Heart Primary School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Provincial,283,2018 Census,not available,Catholic,False,False,False,True,False,False,(08) 8924 8700,['Primary School'],,Darwin,Blain,(08) 8932 2388,,,130.97937,-12.49588,http://www.shpsnt.catholic.edu.au/,admin.shps@nt.catholic.edu.au,,"[{'firstName': 'Stephen', 'lastName': 'Versteegh', 'position': 'Principal', 'email': 'Stephen.Versteegh@nt.catholic.edu.au', 'phone': '08 8924 8700'}]"
211,Sadadeen Primary School,Manages Nathalie Gorey PreSchool 80 Spearwood Rd and also Ida Standley Pre School 15 Parker Cres,"{'description': '80 Spearwood Rd', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': '80 Spearwood Rd, Alice Springs, 0870, NT'}","{'description': 'PO Box 2707', 'state': 'NT', 'postCode': 'ALICE SPRINGS, 0871', 'displayAddress': 'PO Box 2707, ALICE SPRINGS, 0871, NT'}","ou=Sadadeen Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,183,2021 Census - 1st week August,Manages Nathalie Gorey PreSchool 80 Spearwood Rd and also Ida Standley Pre School 15 Parker Cres,Government,True,True,True,True,False,False,(08) 895 52299,['Primary School'],,Central Australia,Braitling,,tba,Urban,133.8975,-23.701331,https://www.sadadeenprimary.nt.edu.au/,sadadeen.primary@education.nt.gov.au,,"[{'firstName': 'Donna', 'lastName': 'Wright', 'position': 'Principal', 'email': 'donna.wright@education.nt.gov.au', 'phone': '(08) 895 52299'}]"
212,Sanderson Middle School,,"{'description': '60 Matthews Rd', 'state': 'NT', 'postCode': 'Malak, 0812', 'displayAddress': '60 Matthews Rd, Malak, 0812, NT'}","{'description': 'PO Box 189', 'state': 'NT', 'postCode': 'SANDERSON, 0813', 'displayAddress': 'PO Box 189, SANDERSON, 0813, NT'}","ou=Sanderson Middle School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,390,2021 Census - 1st week August,not available,Government,True,False,False,False,True,False,(08) 8927 8899,['Middle School'],,North,Sanderson,,tba,Urban,130.89878,-12.38821,https://www.sandersonmiddle.nt.edu.au/,sanderson.middle@education.nt.gov.au,,"[{'firstName': 'Robert', 'lastName': 'McIntosh', 'position': 'Principal', 'email': 'robert.mcintosh@education.nt.gov.au', 'phone': '(08) 792 30500'}]"
213,Sattler Christian College,,"{'description': '15 Sattler Cres', 'state': 'NT', 'postCode': 'Freds Pass', 'displayAddress': '15 Sattler Cres, Freds Pass, NT'}","{'description': 'PO Box 1138,', 'state': 'NT', 'postCode': 'Coolalinga, 0839', 'displayAddress': 'PO Box 1138,, Coolalinga, 0839, NT'}","ou=Sattler Christian College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Provincial,122,2018 Census,not available,Christian,False,False,False,True,True,False,7922 1500,['Primary School'],,Palmerston & Rural,Goyder,(08) 8983 1297,,,131.05488,-12.54134,not available,admin.scc@ntschools.net,,"[{'firstName': 'Mike', 'lastName': 'Tooler', 'position': 'Principal', 'email': 'michael.tooler@ntschools.net', 'phone': '(08) 7922 1500'}]"
214,School of Sport Education NT,,"{'description': '1 Nemarluk Drive', 'state': 'NT', 'postCode': 'Ludmilla, NT, 0820', 'displayAddress': '1 Nemarluk Drive, Ludmilla, NT, 0820, NT'}","{'description': 'PO Box 42896', 'state': 'NT', 'postCode': 'Casuarina, 0811', 'displayAddress': 'PO Box 42896, Casuarina, 0811, NT'}","ou=School of Sport Education NT,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,,2021 Census - 1st week August,n/a,Government,False,False,False,True,True,True,(08) 899 95700,['Other School'],,North,Fannie Bay,,tba,Urban,130.8536697,-12.4223633,https://sporteducation.nt.edu.au,admin.ssnt@education.nt.gov.au,,"[{'firstName': 'Randall', 'lastName': 'Cook', 'position': 'Principal', 'email': 'randall.cook@education.nt.gov.au', 'phone': '(08) 899 95741'}, {'firstName': 'Joanne', 'lastName': 'Heydon', 'position': 'Administration Manager', 'email': 'joanne.heydon@education.nt.gov.au', 'phone': '(08) 899 95739'}]"
215,SEDA College NT,,"{'description': '5/90 Ross Smith Ave', 'state': 'NT', 'postCode': 'Fannie Bay, 0820', 'displayAddress': '5/90 Ross Smith Ave, Fannie Bay, 0820, NT'}","{'description': '5/90 Ross Smith Ave', 'state': 'NT', 'postCode': 'Fannie Bay, 0820', 'displayAddress': '5/90 Ross Smith Ave, Fannie Bay, 0820, NT'}","ou=SEDA College NT,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],n/a,n/a,,2018 Census,n/a,Independent,False,False,False,False,False,True,1300 337 332,['College'],,n/a,n/a,n/a,n/a,,130.83778,-12.42399,https://seda.nt.edu.au/,info@sedacollege.nt.edu.au,,"[{'firstName': 'Francis', 'lastName': 'Gill', 'position': 'Principal', 'email': 'info@sedacollege.nt.edu.au', 'phone': '1300 337 332'}]"
216,Shepherdson College,,"{'description': 'Wakirana St', 'state': 'NT', 'postCode': 'Galiwinku, 0822', 'displayAddress': 'Wakirana St, Galiwinku, 0822, NT'}","{'description': 'PMB 74', 'state': 'NT', 'postCode': 'via WINELLIE, 0822', 'displayAddress': 'PMB 74, via WINELLIE, 0822, NT'}","ou=Shepherdson College,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],East Arnhem,Very Remote,513,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8987 9044,['Remote School'],,North,Mulka,(08) 8987 9060,tba,Remote Category 3,135.56757,-12.02856,n/a,principal.shepherdson@education.nt.gov.au,,"[{'firstName': 'Joe', 'lastName': 'Hewett', 'position': 'Principal', 'email': 'joe.hewett@education.nt.gov.au', 'phone': '(08) 8987 9044'}]"
217,Shepherdson Pre School,,"{'description': 'Wakirana St', 'state': 'NT', 'postCode': 'Galiwinku', 'displayAddress': 'Wakirana St, Galiwinku, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Shepherdson Pre School,ou=Shepherdson College,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],East Arnhem,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8987 9044,['Preschool'],,,Mulka,(08) 8987 9060,,,,,,,,[]
218,St Francis of Assisi Catholic Primary School,,"{'description': '56 Challoner Cct', 'state': 'NT', 'postCode': 'Humpty Doo', 'displayAddress': '56 Challoner Cct, Humpty Doo, NT'}","{'description': 'PO Box 921', 'state': 'NT', 'postCode': 'Humpty Doo, ', 'displayAddress': 'PO Box 921, Humpty Doo, , NT'}","ou=St Francis of Assisi Catholic Primary School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Provincial,110,2018 Census,not available,Catholic,False,False,False,True,False,False,(08) 8988 1212,['Primary School'],,Darwin,Goyder,(08) 8988 1514,,,131.09829,-12.58212,n/a,admin.sfas@nt.catholic.edu.au,,"[{'firstName': 'Jennifer', 'lastName': 'Rudyard', 'position': 'Principal', 'email': 'jennifer.rudyard@nt.catholic.edu.au', 'phone': '08 89881212'}]"
219,St Francis Xavier School,,"{'description': 'n/a', 'state': 'NT', 'postCode': 'Nauiyu', 'displayAddress': 'n/a, Nauiyu, NT'}","{'description': 'PMB 28', 'state': 'NT', 'postCode': 'Daly River, 0822', 'displayAddress': 'PMB 28, Daly River, 0822, NT'}","ou=St Francis Xavier School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Very Remote,67,2018 Census,not available,Catholic,False,True,False,True,True,False,(08) 8978 2427,['School'],,Darwin,Daly,(08) 8978 2590,,,131.60146,-13.7502,www.sfxnt.catholic.edu.au,dr.adminbox@nt.catholic.edu.au,,"[{'firstName': 'Kellie', 'lastName': 'McGinlay', 'position': 'Principal', 'email': 'kellie.mcginlay@nt.catholic.edu.au', 'phone': '08 89782427'}]"
220,St Johns Catholic College,,"{'description': '54 Salonika St', 'state': 'NT', 'postCode': 'The Gardens', 'displayAddress': '54 Salonika St, The Gardens, NT'}","{'description': 'Mail Bag 13', 'state': 'NT', 'postCode': 'Darwin, 0820', 'displayAddress': 'Mail Bag 13, Darwin, 0820, NT'}","ou=St Johns Catholic College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Provincial,211,2018 Census,not available,Catholic,False,False,False,False,True,True,(08) 8982 2222,['High School'],,Darwin,Fannie Bay,(08) 8982 2204,,,130.83962,-12.44343,http://www.stjohnsnt.catholic.edu.au/,admin.stjohns@nt.catholic.edu.au,,"[{'firstName': 'Cameron', 'lastName': 'Hughes', 'position': 'Principal', 'email': 'cameron.hughes@nt.catholic.edu.au', 'phone': '08 8982 2222'}]"
221,St Joseph's Catholic College,,"{'description': 'Maluka Rd', 'state': 'NT', 'postCode': 'Katherine East', 'displayAddress': 'Maluka Rd, Katherine East, NT'}","{'description': 'PO Box 535', 'state': 'NT', 'postCode': 'Katherine, 0850', 'displayAddress': 'PO Box 535, Katherine, 0850, NT'}","ou=St Joseph's Catholic College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Remote,204,2018 Census,not available,Catholic,False,False,False,True,True,True,(08) 89723555,['School'],,Big Rivers,Katherine,(08) 89723701,,,132.27593,-14.46194,http://www.sjcckatherine.nt.edu.au,admin.stjosephs@nt.catholic.edu.au,,"[{'firstName': 'Sunniva', 'lastName': 'Antonucci', 'position': 'Principal', 'email': 'sunniva.antonucci@nt.catholic.edu.au', 'phone': '(08) 8972 3555'}]"
222,St Joseph's Flexible Learning Centre,,"{'description': 'Youth Hub, 3 Wills Terrace, ', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': 'Youth Hub, 3 Wills Terrace, , Alice Springs, 0870, NT'}","{'description': 'P O Box 2991', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'P O Box 2991, Alice Springs, 0871, NT'}","ou=St Joseph's Flexible Learning Centre,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,105,2018 Census,not available,Catholic,False,False,False,False,True,False,0408 568 357,['School'],,Alice Springs,Braitling,,,,tba,tba,http://www.youthplus.edu.au/schools-services-details/youth-schools-network/flexible-learning-centre-alice-springs/alice-springs-flexible-learning-centre.html,sjcflc@ereafsn.edu.au,,"[{'firstName': 'Paula', 'lastName': 'Bacchiella', 'position': 'Principal', 'email': 'paula.bacchiella@nt.catholic.edu.au', 'phone': '0408 568 357'}]"
223,St Mary's Catholic School,,"{'description': '3 Lindsay St', 'state': 'NT', 'postCode': 'Darwin City', 'displayAddress': '3 Lindsay St, Darwin City, NT'}","{'description': 'PO Box 2413', 'state': 'NT', 'postCode': 'Darwin, 0801', 'displayAddress': 'PO Box 2413, Darwin, 0801, NT'}","ou=St Mary's Catholic School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Provincial,192,2018 Census,not available,Catholic,False,False,False,True,False,False,(08) 8981 9796,['Primary School'],,Darwin,Port Darwin,(08) 8981 5286,,,130.83883,-12.45935,http://www.stmarysnt.catholic.edu.au/,admin.stmarys@nt.catholic.edu.au,,"[{'firstName': 'Rosie', 'lastName': 'Harrison', 'position': 'Principal', 'email': 'rosie.harrison@nt.catholic.edu.au', 'phone': '(08) 8981 9796'}]"
224,St Pauls Catholic School,,"{'description': '41 Francis St', 'state': 'NT', 'postCode': 'Rapid Creek', 'displayAddress': '41 Francis St, Rapid Creek, NT'}","{'description': 'PO Box 40344', 'state': 'NT', 'postCode': 'Casuarina, 0811', 'displayAddress': 'PO Box 40344, Casuarina, 0811, NT'}","ou=St Pauls Catholic School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Provincial,205,2018 Census,not available,Catholic,False,False,False,True,False,False,(08) 8985 1937,['Primary School'],,Darwin,Nightcliff,(08) 8948 0227,,,130.85821,-12.38695,http://www.stpaulsnt.catholic.edu.au/,admin.stpauls@nt.catholic.edu.au,,"[{'firstName': 'Jo', 'lastName': 'Knight', 'position': 'Principal', 'email': 'jo.knight@nt.catholic.edu.au', 'phone': '08 89851937'}]"
225,St Philip's College,,"{'description': '2 Ulpaya Rd', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '2 Ulpaya Rd, Alice Springs, NT'}","{'description': 'PO Box 33', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PO Box 33, Alice Springs, 0871, NT'}","ou=St Philip's College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,728,2018 Census,not available,Independent,False,False,False,False,True,True,(08) 8950 4511,['High School'],,Alice Springs,Braitling,(08) 8952 2822,,,133.8839,-23.68982,http://www.stphilips.nt.edu.au/,info@stphilips.nt.edu.au,,"[{'firstName': 'Leslie', 'lastName': 'Tilbrook', 'position': 'Principal', 'email': 'leslie.tilbrook@stphilips.nt.edu.au', 'phone': '8950 4511'}]"
226,Stirling School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Wilora (Stirling Station) 0872', 'displayAddress': 'N/A, Wilora (Stirling Station) 0872, NT'}","{'description': 'c/- Ti Tree Post Office', 'state': 'NT', 'postCode': 'Ti Tree, 0872', 'displayAddress': 'c/- Ti Tree Post Office, Ti Tree, 0872, NT'}","ou=Stirling School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,12,2021 Census - 1st week August,N/A,Government,False,True,False,True,True,False,(08) 8956 9759,['Small School'],,Central Australia,Barkly,(08) 8956 9759,n/a,Remote Category 2,133.73247,-21.73983,n/a,sandra.hyde@education.nt.gov.au,,"[{'firstName': 'Sandra', 'lastName': 'Hyde', 'position': 'Principal', 'email': 'sandra.hyde@education.nt.gov.au', 'phone': '(08) 8956 9759'}]"
227,Stuart Park Pre School,,"{'description': '8 Nudl St', 'state': 'NT', 'postCode': 'Stuart Park', 'displayAddress': '8 Nudl St, Stuart Park, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Stuart Park Pre School,ou=Stuart Park Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 899 77322,['Preschool'],,,Fong Lim,,,,,,,,,[]
228,Stuart Park Primary School,,"{'description': '8 Nudl St', 'state': 'NT', 'postCode': 'Stuart Park, 0820', 'displayAddress': '8 Nudl St, Stuart Park, 0820, NT'}","{'description': 'PO Box 37421', 'state': 'NT', 'postCode': 'Winnellie, 0831', 'displayAddress': 'PO Box 37421, Winnellie, 0831, NT'}","ou=Stuart Park Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,647,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 899 77333,['Primary School'],,North,Fong Lim,,tba,Urban,130.8451,-12.44091,http://www.stuartparkprimary.nt.edu.au,stuartpark.school@education.nt.gov.au,,"[{'firstName': 'Danielle', 'lastName': 'Hall', 'position': 'Principal', 'email': 'danielle.hall@education.nt.gov.au', 'phone': '(08) 899 77333'}]"
229,Taminmin College,,"{'description': '70 Challoner Cct', 'state': 'NT', 'postCode': 'Humpty Doo', 'displayAddress': '70 Challoner Cct, Humpty Doo, NT'}","{'description': 'PO Box 21', 'state': 'NT', 'postCode': 'HUMPTY DOO, 0836', 'displayAddress': 'PO Box 21, HUMPTY DOO, 0836, NT'}","ou=Taminmin College,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,1168,2021 Census - 1st week August,not available,Government,True,False,False,False,True,True,(08) 898 37000,['High School'],,North,Goyder,(08) 8988 2351,tba,Urban,131.10089,-12.58037,http://www.taminmin.nt.edu.au/,admin.taminmin@education.nt.gov.au,,"[{'firstName': 'John', 'lastName': 'Harris', 'position': 'Principal', 'email': 'john.harris@education.nt.gov.au', 'phone': '(08) 898 37000'}, {'firstName': 'Mary Rose', 'lastName': 'Henry', 'position': 'Business Manager', 'email': 'maryrose.henry@education.nt.gov.au', 'phone': '(08) 898 37000'}]"
230,Tennant Creek High School,,"{'description': '38 Stuart St', 'state': 'NT', 'postCode': 'Tennant Creek', 'displayAddress': '38 Stuart St, Tennant Creek, NT'}","{'description': 'PO Box 546', 'state': 'NT', 'postCode': 'Tennant Creek, 0861', 'displayAddress': 'PO Box 546, Tennant Creek, 0861, NT'}","ou=Tennant Creek High School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Barkly,Very Remote,184,2021 Census - 1st week August,not available,Government,True,False,False,False,True,True,(08) 8962 2102,['High School'],,Central Australia,Barkly,(08) 8962 3334,tba,Remote Category 1,134.196942,-19.644142,n/a,admin.tchs@education.nt.gov.au,,"[{'firstName': 'Gavin', 'lastName': 'Khan', 'position': 'Principal', 'email': 'gavin.khan@education.nt.gov.au', 'phone': '8962 2102'}, {'firstName': 'Rowena', 'lastName': 'Verdillo', 'position': 'Business Manager', 'email': 'rowena.verdillo1@education.nt.gov.au', 'phone': '(08) 8962 2102'}]"
231,Tennant Creek Pre School,,"{'description': '31 Paterson St', 'state': 'NT', 'postCode': 'Tennant Creek', 'displayAddress': '31 Paterson St, Tennant Creek, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Tennant Creek Pre School,ou=Tennant Creek Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Barkly,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8962 2110,['Preschool'],,,Barkly,(08) 8962 4424,,,,,,,,[]
232,Tennant Creek Primary School,,"{'description': '31 Paterson St', 'state': 'NT', 'postCode': 'Tennant Creek, 0860', 'displayAddress': '31 Paterson St, Tennant Creek, 0860, NT'}","{'description': 'PO Box 506', 'state': 'NT', 'postCode': 'Tennant Creek, 0861', 'displayAddress': 'PO Box 506, Tennant Creek, 0861, NT'}","ou=Tennant Creek Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Barkly,Very Remote,388,2021 Census - 1st week August,not available,Government,True,True,True,True,False,False,(08) 896 32424,['Primary School'],,Central Australia,Barkly,(08) 8963 2422,tba,Remote Category 1,134.18925,-19.6501,n/a,admin.tennasch@education.nt.gov.au,,"[{'firstName': 'Kara', 'lastName': 'Canete', 'position': 'Business Manager', 'email': 'kara.canete1@education.nt.gov.au', 'phone': '(08) 8963 2424'}, {'firstName': 'Katrina', 'lastName': 'Georgiou', 'position': 'Principal', 'email': 'katrina.georgiou@education.nt.gov.au', 'phone': '(08) 896 32424'}]"
233,Ti Tree School,,"{'description': '26 Palmer St', 'state': 'NT', 'postCode': 'Ti-Tree', 'displayAddress': '26 Palmer St, Ti-Tree, NT'}","{'description': 'Locked Bag 257,', 'state': 'NT', 'postCode': 'Ti Tree, via Alice Springs, 0872', 'displayAddress': 'Locked Bag 257,, Ti Tree, via Alice Springs, 0872, NT'}","ou=Ti Tree School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,67,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 8956 9743,['Small School'],,Central Australia,Barkly,(08) 8956 9999,tba,Remote Category 1,133.41976,-22.12793,n/a,anthony.smith@education.nt.gov.au,,"[{'firstName': 'Anthony', 'lastName': 'Smith', 'position': 'Principal', 'email': 'anthony.smith@education.nt.gov.au', 'phone': '(08) 8956 9743'}]"
234,Timber Creek School,,"{'description': '62 Wilson St', 'state': 'NT', 'postCode': 'Timber Creek', 'displayAddress': '62 Wilson St, Timber Creek, NT'}","{'description': 'PMB 115', 'state': 'NT', 'postCode': 'via Katherine, 0851', 'displayAddress': 'PMB 115, via Katherine, 0851, NT'}","ou=Timber Creek School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,31,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 8975 0714,['Small School'],,North,Daly,(08) 8975 0683,n/a,Remote Category 2,130.46513,-15.6481,n/a,timbercreek.admin@education.nt.gov.au,,"[{'firstName': 'Merryn', 'lastName': 'Curley', 'position': 'Principal', 'email': 'merryn.curley@education.nt.gov.au', 'phone': '(08) 8975 0714'}, {'firstName': 'Nitha', 'lastName': 'Jose', 'position': 'Administration Manager', 'email': 'nitha.jose1@education.nt.gov.au', 'phone': '(08) 897 25347'}]"
235,Tipperary Station School,,"{'description': 'Daly River Road', 'state': 'NT', 'postCode': 'Tipperary', 'displayAddress': 'Daly River Road, Tipperary, NT'}","{'description': 'PMB 214', 'state': 'NT', 'postCode': 'via Winnellie, 0822', 'displayAddress': 'PMB 214, via Winnellie, 0822, NT'}","ou=Tipperary Station School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Remote,7,2021 Census - 1st week August,N/A,Government,False,False,False,True,True,False,(08) 8978 2765,['Small School'],,North,Daly,(08) 8978 2786,tba,Remote Category 2,131.04168,-13.73335,n/a,carla.clough@education.nt.gov.au,,"[{'firstName': 'Carla', 'lastName': 'Clough', 'position': 'Principal', 'email': 'carla.clough@education.nt.gov.au', 'phone': '(08) 8978 2765'}, {'firstName': 'Carmel', 'lastName': 'Pedersen', 'position': 'Administration Manager', 'email': 'carmel.pedersen@education.nt.gov.au', 'phone': '(08) 8901 4913'}]"
236,Titjikala School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Titjikala (Maryvale)', 'displayAddress': 'N/A, Titjikala (Maryvale), NT'}","{'description': 'PMB 130', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 130, via Alice Springs, 0872, NT'}","ou=Titjikala School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Maryvale'],Central,Remote,35,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 8956 0927,['Small School'],,Central Australia,Namatjira,(08) 8956  0914,tba,Remote Category 2,134.07331,-24.67244,n/a,jenny.jenkinson@education.nt.gov.au,,"[{'firstName': 'Lufen', 'lastName': 'Cowham', 'position': 'Administration Manager', 'email': 'lufen.cowham@education.nt.gov.au', 'phone': '(08) 895 11659'}, {'firstName': 'Jenny', 'lastName': 'Jenkinson', 'position': 'Principal', 'email': 'jenny.jenkinson@education.nt.gov.au', 'phone': '(08) 8956 0927'}]"
237,Tivendale School,,"{'description': 'Tivendale Road', 'state': 'NT', 'postCode': 'Berrimah, 0828', 'displayAddress': 'Tivendale Road, Berrimah, 0828, NT'}","{'description': 'PO Box 703', 'state': 'NT', 'postCode': 'Karama, 0812', 'displayAddress': 'PO Box 703, Karama, 0812, NT'}","ou=Tivendale School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Don Dale Education Unit'],Darwin,Outer Regional Australia,,2021 Census - 1st week August,not available,Government,False,False,False,False,False,False,(08) 899 95910,['Other School'],,North ,Spillett,tba,n/a,Urban,130.945,-12.4496,n/a,samuel.woods@education.nt.gov.au,,[]
238,Tiwi College,LMB 127,"{'description': 'Pickertaramoor Melville Island', 'state': 'NT', 'postCode': None, 'displayAddress': 'Pickertaramoor Melville Island, , NT'}","{'description': 'LMB 127', 'state': 'NT', 'postCode': 'Winnellie, 0822', 'displayAddress': 'LMB 127, Winnellie, 0822, NT'}","ou=Tiwi College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Very Remote,124,2018 Census,LMB 127,Independent,False,False,False,False,False,False,08 89709024,['School'],,Non Government,Arafura,08 89709025,,,130.88972,-11.76667,http://www.tiwicollege.com/,tiwi.college@ntschools.net,,"[{'firstName': 'Greg', 'lastName': 'Hollis', 'position': 'Principal', 'email': 'greg.hollis@ntschools.net', 'phone': '08 89709024'}]"
239,Top End School of Flexible Learning,,"{'description': '1 Malak Place', 'state': 'NT', 'postCode': 'Malak, 0812', 'displayAddress': '1 Malak Place, Malak, 0812, NT'}","{'description': 'PO Box 703', 'state': 'NT', 'postCode': 'Karama, 0812', 'displayAddress': 'PO Box 703, Karama, 0812, NT'}","ou=Top End School of Flexible Learning,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,115,2021 Census - 1st week August,na,Government,False,False,False,False,False,False,(08) 899 77199,['Other School'],,North,Karama,8927 4292,n/a,Urban,130.9034569,-12.3959475,n/a,malakrc.det@education.nt.gov.au,,"[{'firstName': 'Pamela', 'lastName': 'Sedman', 'position': 'Administration Manager', 'email': 'pamela.sedman@education.nt.gov.au', 'phone': '(08) 899 77199'}, {'firstName': 'Matt', 'lastName': 'Watson', 'position': 'Principal', 'email': 'matt.watson@education.nt.gov.au', 'phone': '(08) 898 37924'}]"
240,Urapunga School,,"{'description': 'Blyth St', 'state': 'NT', 'postCode': 'Rittarangu (Urapunga)', 'displayAddress': 'Blyth St, Rittarangu (Urapunga), NT'}","{'description': 'PMB 12', 'state': 'NT', 'postCode': 'via Katherine, 0852', 'displayAddress': 'PMB 12, via Katherine, 0852, NT'}","ou=Urapunga School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,36,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8975 4645,['Small School'],,North,Arnhem,(08) 8975 4998,n/a,Remote Category 3,134.564289,-14.710481,n/a,craig.watkins@education.nt.gov.au,,"[{'firstName': 'Craig', 'lastName': 'Watkins', 'position': 'Principal', 'email': 'craig.watkins@education.nt.gov.au', 'phone': '(08) 8975 4645'}, {'firstName': 'Kelsey', 'lastName': 'Yanong', 'position': 'Administration Manager', 'email': 'kelsey.yanong1@education.nt.gov.au', 'phone': '(08) 897 25397'}]"
